"LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","MoSold","SalePrice"
8791,6,5,2003,2003,503,0,361,864,864,0,0,0,2,1,3,1,7,0,2,673,216,5,207500
8814,7,5,2006,2006,1334,0,270,1604,0,0,1,0,2,1,3,1,8,1,2,660,123,3,220000
12435,7,5,2001,2001,361,0,602,963,829,0,0,0,2,1,3,1,7,1,2,564,0,5,231500
12702,5,5,1956,1956,0,0,0,882,0,0,0,0,1,0,2,1,4,0,1,308,0,12,97000
19296,6,5,1962,1962,672,690,0,1382,0,0,1,0,1,0,3,1,6,1,2,884,0,5,176000
9588,8,5,2007,2007,0,0,1482,1482,1092,0,0,0,2,1,3,1,10,1,3,868,0,11,276000
8471,6,7,1977,1995,506,0,0,1212,0,0,1,0,1,0,3,1,6,1,2,492,292,7,151000
5500,5,7,1929,2001,234,692,0,926,0,390,1,0,1,0,3,1,6,0,2,484,0,4,130000
5232,5,5,1925,2004,0,0,680,764,0,0,0,0,1,0,2,1,4,0,2,504,0,6,73000
12090,6,6,1981,1981,588,228,606,1422,0,0,0,0,2,0,3,1,7,1,2,576,276,6,175500
11207,6,5,1997,1997,714,0,88,802,709,0,1,0,2,1,3,1,8,1,2,413,95,6,185000
8400,5,8,1939,1997,378,0,342,1052,720,420,0,0,2,1,4,1,8,1,1,240,262,7,179500
6900,5,6,1940,1955,403,125,212,778,0,0,0,0,1,0,2,1,4,1,1,924,0,2,120500
7917,6,7,1976,1976,751,0,392,1113,0,0,1,0,1,1,3,1,6,1,1,504,370,5,148000
10728,8,5,2006,2006,0,0,1095,1095,844,0,0,0,2,1,3,1,8,1,3,1053,192,8,266000
39104,7,7,1954,2005,226,1063,96,1363,0,0,1,0,1,0,2,1,5,2,2,439,81,4,241500
11764,8,7,1999,2007,524,0,628,1164,1106,0,0,0,2,1,4,1,9,1,3,671,132,4,290000
9600,6,6,1958,1988,620,620,0,1632,0,0,1,0,2,0,3,1,6,1,1,338,289,4,139000
8314,5,7,1982,1982,546,0,270,816,0,0,0,0,1,0,2,1,5,0,1,264,168,6,124500
7264,7,7,1925,2007,0,0,952,952,596,0,0,0,2,1,3,1,5,0,2,672,74,10,205000
9196,7,5,2003,2003,0,0,1560,1560,0,0,0,0,2,0,3,1,7,0,2,573,100,4,201000
19138,4,5,1951,1951,120,0,744,864,0,0,0,0,1,0,2,1,4,0,2,400,0,6,141000
14450,9,5,2006,2007,0,0,2121,2121,0,0,0,0,2,1,3,1,8,1,3,732,124,5,415298
10005,7,5,1977,1977,392,0,768,1156,866,0,0,0,2,1,4,1,8,1,2,505,288,3,192000
11287,7,6,1989,1989,421,0,386,1175,807,0,0,0,2,1,3,1,7,1,2,575,0,1,228500
7200,6,5,2006,2006,905,0,357,1262,0,0,0,0,2,0,2,1,5,0,2,572,0,5,185000
5063,7,5,2007,2008,904,0,410,1314,0,0,1,0,2,0,2,1,6,1,2,626,172,4,207500
9612,8,5,2008,2009,0,0,1468,1468,0,0,0,0,2,0,3,1,6,1,3,898,210,12,244600
8012,6,5,1992,1992,430,0,1145,1575,0,0,1,0,2,0,2,1,5,0,2,529,0,7,179200
4251,7,5,2006,2007,0,0,625,625,625,0,0,0,2,1,2,1,5,0,2,528,0,6,164700
9786,6,7,1962,1981,600,0,312,1085,649,0,0,0,1,1,3,1,7,1,2,440,0,6,159000
8125,4,4,1971,1971,614,0,244,858,0,0,0,0,1,0,3,1,5,0,0,0,0,6,88000
9819,5,5,1967,1967,450,0,432,900,0,0,0,0,1,0,3,1,5,0,1,280,0,2,122000
8730,6,7,1915,2003,0,0,698,698,698,0,0,0,1,0,3,1,7,0,1,384,0,7,153575
15611,8,5,2006,2006,0,0,1079,1079,840,0,0,0,2,1,3,1,8,1,2,685,0,7,233230
5687,5,6,1912,2000,210,0,570,936,780,0,1,0,2,0,6,1,9,0,0,0,0,3,135900
11409,5,4,1949,2008,292,0,476,1148,568,0,0,0,1,1,3,1,8,1,1,281,0,1,131000
16659,7,7,1977,1994,795,0,0,1468,795,0,1,0,2,1,3,1,9,1,2,539,0,3,235000
9600,6,5,1953,1953,1285,0,131,1644,0,0,1,0,1,0,3,1,7,2,2,418,110,10,167000
7937,6,6,1984,1984,819,0,184,1003,0,0,1,0,1,0,3,1,6,0,2,588,120,3,142500
13710,5,5,1950,1950,420,0,490,910,648,0,0,0,1,1,4,1,6,0,1,282,289,6,152000
7399,7,5,1997,1998,649,0,326,975,975,0,0,0,2,1,3,1,7,1,2,576,0,6,239000
11700,6,6,1968,1968,384,175,143,1041,702,0,0,1,1,2,3,1,7,1,2,539,224,6,175000
14000,6,8,1950,2004,0,0,1092,1152,0,0,0,1,1,0,3,1,6,1,1,300,0,8,158500
15750,5,5,1953,1953,841,0,324,1336,0,0,1,0,1,0,2,1,5,2,1,375,0,6,157000
16226,8,5,1998,1999,281,0,747,1210,1242,0,0,0,2,1,4,1,9,1,2,683,208,5,267000
13704,7,5,2001,2002,0,0,1541,1541,0,0,0,0,2,0,3,1,6,1,3,843,468,1,205000
9800,5,7,1972,1972,894,0,0,894,0,0,1,0,1,0,3,1,5,0,2,552,256,7,149900
18386,7,9,1880,2002,0,0,1470,1675,1818,0,0,0,3,0,3,1,10,1,3,870,302,5,295000
10386,8,5,2004,2005,1464,0,536,2000,0,0,1,0,2,0,3,1,8,0,3,888,168,7,305900
13474,7,5,1990,1991,700,0,0,1122,1121,0,1,0,2,1,4,1,8,1,3,746,127,6,225000
7920,6,7,1920,1950,0,0,319,1035,371,0,0,0,1,0,3,1,6,0,0,0,0,3,89500
12342,4,5,1940,1950,262,0,599,861,0,0,0,0,1,0,1,1,4,0,2,539,158,3,82500
12378,9,5,2003,2004,1274,0,622,1944,0,0,1,0,2,0,3,1,8,3,3,708,208,11,360000
7685,6,5,1993,1994,518,0,179,697,804,0,0,0,2,1,3,1,6,1,2,420,190,5,165600
8000,6,6,1948,2002,680,0,292,972,0,0,1,0,1,0,2,1,5,1,1,240,0,5,132000
7800,5,7,1939,1950,507,0,286,793,325,0,1,0,1,0,3,1,5,1,2,410,0,5,119900
215245,7,5,1965,1965,1236,820,80,2036,0,0,2,0,2,0,3,1,8,2,2,513,0,6,375000
9600,7,7,1925,1990,16,0,712,832,809,0,0,1,1,1,3,1,6,1,2,546,0,8,178000
7795,7,5,2004,2005,425,0,291,716,716,0,1,0,2,1,3,1,6,1,2,432,100,7,188500
13005,7,7,1980,1980,692,0,153,1153,1200,0,1,0,2,1,4,1,10,1,2,484,288,8,260000
9000,8,5,2006,2006,0,0,1088,1088,871,0,0,0,2,1,3,1,8,1,3,1025,208,12,270000
9900,7,5,1993,1993,987,0,360,1372,1274,0,1,0,2,1,4,1,9,1,3,656,340,4,260000
14115,7,5,1980,1980,1036,0,336,1472,0,0,1,0,2,0,3,1,6,2,2,588,233,6,187500
16259,9,5,2006,2006,0,0,1249,1249,1347,0,0,0,3,1,4,1,9,0,3,840,240,9,342643
12099,8,5,2004,2004,970,0,166,1136,1332,0,1,0,2,1,4,1,10,1,3,872,184,6,354000
10380,7,5,1986,1987,28,1474,0,1553,1177,0,1,0,2,1,4,1,8,1,2,576,201,8,301000
5820,3,8,1955,2005,256,0,906,1163,0,0,1,0,1,0,3,1,6,0,1,220,142,7,126175
11275,7,7,1967,2007,0,0,710,1898,1080,0,0,0,2,1,5,1,11,1,2,564,240,6,242000
5000,5,6,1941,1950,116,0,604,803,0,0,0,0,1,0,2,1,5,0,2,360,0,12,87000
10846,8,5,1993,1993,1619,0,100,1719,0,0,2,0,1,1,1,1,6,2,2,473,122,5,324000
11600,6,5,1960,1960,565,0,818,1383,0,0,0,0,1,1,3,1,7,0,1,292,0,4,145250
11888,6,6,1916,1994,0,0,844,1445,689,0,0,0,2,0,5,1,10,0,2,441,0,7,214500
6402,5,5,1920,1950,0,0,596,596,596,0,0,0,1,0,3,1,6,0,1,189,0,7,78000
10624,5,4,1964,1964,40,264,1424,1728,0,0,0,1,2,0,6,2,10,0,1,352,155,11,119000
8176,5,6,1958,1992,846,0,210,1056,0,0,1,0,1,0,3,1,6,0,1,308,0,8,139000
10655,8,5,2003,2004,1124,479,1603,1629,0,0,1,0,2,0,3,1,7,1,3,880,0,10,284000
8198,7,5,2004,2004,720,0,638,1358,0,0,1,0,2,0,2,1,6,1,2,484,192,7,207000
9042,6,5,1998,1998,828,0,115,943,695,0,1,0,2,1,3,1,7,2,2,472,100,7,192000
164660,5,6,1965,1965,1249,147,103,1619,167,0,2,0,2,0,3,1,7,2,2,529,670,8,228950
14157,9,5,2005,2006,1249,0,673,1922,0,0,1,0,2,0,3,1,8,1,3,676,178,7,377426
9135,7,5,2002,2003,810,0,726,1536,0,0,1,0,2,0,3,1,7,0,2,532,192,12,214000
14145,7,7,1984,1998,213,0,995,1621,0,0,1,0,2,0,3,1,8,0,2,440,108,5,202500
12400,6,7,1958,1998,585,0,630,1215,0,0,0,0,1,0,3,1,6,0,1,297,0,6,155000
14191,8,5,2002,2002,0,0,967,993,915,0,0,0,2,1,4,1,9,0,2,431,135,4,202900
8400,4,4,1950,1950,0,0,721,841,0,0,0,0,1,0,2,1,4,0,1,294,250,9,82000
8544,3,4,1949,1950,0,0,0,1040,0,0,0,0,2,0,2,2,6,0,2,400,0,5,87500
8849,9,5,2005,2005,28,0,1656,1684,0,0,0,0,2,0,2,1,6,1,2,564,495,7,266000
2592,5,3,1976,1976,129,232,175,536,576,0,0,0,1,1,3,1,4,0,1,336,182,4,85000
6435,6,5,1939,1950,0,0,972,972,605,0,0,0,1,0,3,1,6,1,1,312,0,10,140200
12772,6,8,1960,1998,498,0,460,958,0,0,0,0,1,0,2,1,5,0,1,301,0,4,151500
17600,6,5,1960,1960,1270,0,208,1478,0,0,1,0,2,0,3,1,6,2,2,498,0,12,157500
2448,7,5,2003,2004,573,0,191,764,862,0,1,0,2,1,2,1,6,0,2,474,0,10,154000
20431,9,5,2005,2006,1410,0,438,1848,880,0,1,0,2,1,4,1,10,2,3,706,0,4,437154
7820,9,5,2007,2007,0,0,1869,1869,0,0,0,0,2,0,2,1,6,1,2,617,210,12,318061
5271,7,5,1986,1986,1082,0,371,1453,0,0,1,0,1,1,2,1,6,1,2,445,0,12,190000
9084,5,6,1941,1950,236,380,0,616,495,0,0,1,1,0,3,1,5,0,1,200,48,3,95000
8520,6,8,1928,2003,0,0,624,720,0,0,0,0,1,0,2,1,5,0,2,484,106,5,105900
8400,6,5,1940,2000,388,0,552,1192,403,0,0,0,1,0,2,1,6,2,1,240,0,6,140000
11249,6,5,1995,1995,334,544,322,1200,0,0,1,0,2,0,3,1,6,0,2,521,0,8,177500
9248,6,6,1992,1992,560,0,598,1167,0,0,1,0,2,0,3,1,6,0,2,400,120,7,173000
4224,5,5,1976,1976,874,0,268,1142,0,0,1,0,1,1,3,1,6,1,2,528,536,8,134000
6930,5,4,1958,1958,300,294,468,1352,0,0,0,1,1,0,3,1,6,0,1,288,168,7,130000
12011,8,5,1998,1998,956,0,130,1086,838,0,1,0,2,1,3,1,7,1,2,592,208,6,280000
7540,6,6,1978,1978,773,0,115,912,0,0,1,0,1,0,2,1,5,1,2,470,0,6,156000
9144,5,5,1940,1982,399,0,484,988,517,0,1,0,1,0,3,1,8,0,1,240,0,7,145000
7301,7,5,2003,2003,0,0,0,495,1427,0,0,0,3,0,4,1,7,1,2,672,0,7,198500
1680,6,8,1972,2007,162,0,321,483,504,0,0,0,1,1,2,1,5,0,1,264,250,5,118000
18800,6,5,1976,1976,712,0,84,790,784,0,1,0,2,1,3,1,6,1,2,566,306,7,190000
10690,5,7,1920,1997,456,0,216,672,672,0,0,0,1,0,3,1,6,0,1,468,0,7,147000
9500,6,5,1963,1963,609,0,785,1394,0,0,1,0,1,1,3,1,6,2,2,514,0,7,159000
9150,6,5,1962,1962,371,0,728,1431,0,0,0,1,1,0,3,1,6,1,1,296,64,12,165000
7800,5,6,1954,1954,540,0,728,1268,0,0,0,0,1,0,2,1,7,1,1,244,0,3,132000
9830,5,7,1959,2006,72,258,733,1287,0,0,1,0,1,0,3,1,7,1,2,576,364,3,162000
8121,6,5,2000,2000,0,0,953,953,711,0,0,0,2,1,3,1,7,1,2,460,100,1,172400
17120,4,4,1959,1959,0,0,0,1120,468,0,0,0,2,0,4,1,7,1,2,680,0,7,134432
7175,6,5,1984,1984,623,121,0,752,0,0,1,0,1,0,2,1,4,0,1,264,353,2,125000
10634,5,6,1953,1953,428,180,0,1319,0,0,1,0,1,0,3,1,5,0,1,270,66,11,123000
8200,7,5,2003,2004,0,0,847,847,1081,0,0,0,2,1,4,1,8,1,2,434,100,7,219500
10020,1,1,1922,1950,350,0,333,904,0,0,1,0,0,1,1,1,4,0,0,0,0,3,61000
8846,5,5,1996,1996,298,0,572,914,0,0,0,0,1,0,2,1,5,0,2,576,0,7,148000
11143,8,5,2004,2005,0,0,1580,1580,886,0,0,0,3,0,4,1,8,1,2,610,159,12,340000
11394,9,2,2010,2010,1445,0,411,1856,0,0,1,0,1,1,1,1,8,1,3,834,113,6,394432
8123,6,5,2000,2000,0,0,982,1007,793,0,0,0,2,1,3,1,7,1,2,463,100,6,179000
5000,5,6,1924,1950,218,0,808,1026,665,0,0,0,2,0,3,1,6,1,1,308,0,5,127000
7200,7,5,2006,2006,0,0,1293,1301,0,0,1,0,2,0,2,1,5,1,2,572,216,8,187750
9245,7,5,2006,2006,0,0,939,939,858,0,0,0,2,1,3,1,8,0,2,639,144,4,213500
9000,6,3,1928,1950,0,0,784,784,0,0,0,0,1,0,2,1,5,0,2,360,0,10,76000
53107,6,5,1992,1992,985,0,595,1079,874,0,1,0,2,1,3,1,9,2,2,501,216,6,240000
3182,8,5,2004,2005,24,0,1232,1269,0,0,0,0,2,0,2,1,6,1,2,430,146,4,192000
8410,5,3,1910,1996,0,0,658,658,526,0,0,0,1,0,5,1,8,0,0,0,0,5,81000
7200,6,6,1976,1976,631,0,410,1125,0,0,1,0,1,0,3,1,6,1,1,352,296,10,125000
9382,7,5,1999,2000,0,0,1468,1479,0,0,0,0,2,0,3,1,6,0,2,577,120,7,191000
12474,10,5,2007,2008,1280,0,402,1742,590,0,1,0,2,1,3,1,9,1,3,846,196,8,426000
8405,5,8,1900,1950,241,391,229,961,406,0,1,0,1,0,4,1,7,0,1,384,0,4,119000
12209,6,5,2001,2002,690,0,114,804,1157,0,1,0,2,1,3,1,7,1,2,560,125,6,215000
8339,5,7,1959,1959,0,0,0,882,0,0,0,0,1,0,3,1,5,0,1,294,0,7,106500
7446,4,5,1941,1950,266,0,522,788,0,0,0,0,1,0,2,1,4,2,0,0,0,4,1e+05
10134,5,6,1940,1950,0,0,735,735,299,0,0,0,1,0,2,1,5,0,1,240,0,7,109000
9571,5,6,1956,1956,739,0,405,1144,0,0,1,0,1,0,3,1,6,0,1,596,44,6,129000
7200,5,5,1972,1972,777,0,117,894,0,0,0,0,1,0,2,1,6,0,2,600,215,9,123000
7590,5,5,1962,1962,540,0,324,876,936,0,0,0,2,0,4,1,8,1,1,264,0,7,169500
8967,5,2,1920,1950,0,0,961,1077,0,0,0,0,1,0,2,1,6,0,1,338,0,11,67000
8125,7,5,2006,2007,812,0,280,1112,438,0,1,0,2,0,2,1,7,0,2,438,0,10,241000
14963,8,5,1996,1996,786,0,474,1288,0,0,1,0,1,1,1,1,4,2,2,500,120,12,245500
8767,7,5,2005,2005,24,0,1286,1310,0,0,0,0,2,0,3,1,6,1,2,400,0,7,164990
10200,5,8,1940,1997,0,0,672,672,0,0,0,0,1,0,2,1,4,0,1,240,168,8,108000
12090,8,5,1998,1998,0,0,1141,1165,1098,0,0,0,2,1,4,1,10,1,2,420,144,7,258000
10364,6,5,1995,1996,0,0,806,806,766,0,0,0,2,1,3,1,7,1,2,373,0,5,168000
9991,4,4,1976,1993,1116,0,165,1620,0,0,1,0,2,0,3,1,8,1,2,490,120,6,150000
10480,6,5,1936,1950,0,0,1064,1166,0,473,0,0,1,0,3,1,6,0,1,240,0,3,115000
15576,6,7,1915,1976,0,0,840,840,840,0,0,0,2,0,4,1,8,0,1,308,0,3,177000
14154,7,5,2006,2006,0,0,1063,1071,1101,0,0,0,2,1,3,1,9,1,3,947,192,8,280000
10800,8,5,2007,2008,789,0,245,1050,1028,0,1,0,2,1,3,1,8,1,3,836,0,4,339750
9571,5,3,1958,1958,0,0,1276,1276,0,0,0,0,1,0,3,1,5,0,1,350,0,6,60000
34650,5,5,1955,1955,1056,0,0,1056,0,0,1,0,1,0,3,1,5,0,2,572,264,1,145000
4403,7,5,2009,2009,578,0,892,1478,0,0,1,0,2,1,2,1,7,1,2,484,0,6,222000
8960,5,6,1927,1950,0,0,1008,1028,0,0,0,0,1,0,2,1,5,1,2,360,0,3,115000
11228,7,5,1993,1993,50,531,499,1080,1017,0,0,1,2,1,3,1,9,1,3,678,196,12,228000
8899,7,5,2007,2007,24,0,1316,1340,0,0,0,0,2,0,3,1,6,0,2,396,100,8,181134
7844,6,7,1978,1978,209,0,463,672,728,0,0,0,1,1,3,1,6,1,2,440,0,3,149500
22420,6,6,1918,1950,1128,0,242,1370,1254,0,1,0,2,1,4,1,10,1,3,864,0,11,239000
8160,5,6,1940,1950,312,0,444,756,378,0,1,0,1,1,3,1,7,0,1,240,0,4,126000
8450,5,6,1968,1968,775,0,281,1056,0,0,1,0,1,0,3,1,6,1,1,304,0,7,142000
7060,7,5,1997,1998,1309,0,35,1344,0,0,2,0,2,0,2,2,8,0,4,784,0,11,206300
16635,6,7,1977,2000,1246,0,356,1602,0,0,0,1,2,0,3,1,8,1,2,529,240,6,215000
21750,5,5,1954,1954,0,0,988,988,0,0,0,0,1,0,2,1,4,0,2,520,0,2,113000
9200,8,5,1998,1998,986,0,484,1470,1160,0,1,0,2,1,4,1,8,1,3,696,0,6,315000
9000,6,5,1956,1956,616,0,580,1196,0,0,1,0,1,0,2,1,6,1,1,297,0,5,139000
3378,7,8,1946,1992,0,0,651,707,682,0,0,0,1,1,3,1,6,2,1,240,0,9,135000
12800,7,5,1989,1989,1518,0,0,1644,0,0,1,1,2,0,2,1,5,1,2,569,80,8,275000
8593,4,6,1957,1957,288,0,619,907,0,0,0,0,1,0,3,1,5,0,1,352,0,7,109008
6762,7,5,2007,2007,664,0,544,1208,0,0,1,0,2,0,2,1,6,0,2,628,105,9,195400
11457,6,5,1988,1988,1005,0,387,1412,0,0,1,0,2,0,3,1,6,1,2,576,0,3,175000
1680,6,5,1971,1971,387,0,96,483,504,0,0,0,1,1,2,1,4,0,1,264,0,7,85400
5586,6,7,1920,1998,0,0,901,1088,110,0,0,0,1,0,4,1,7,0,0,0,0,9,79900
1920,5,5,1971,1971,471,0,294,765,600,0,1,0,1,1,2,1,6,0,2,440,240,8,122500
10839,6,5,1997,1998,0,0,926,926,678,0,0,0,2,1,3,1,7,1,2,470,0,7,181000
1890,4,7,1972,1972,495,0,135,630,0,0,1,0,1,0,1,1,3,0,0,0,88,6,81000
10667,7,6,1996,1996,385,344,70,827,834,0,1,0,2,1,3,1,6,1,2,550,158,4,212000
4400,6,8,1920,1950,0,0,648,734,384,0,0,0,1,0,2,1,6,0,2,440,0,10,116000
6000,6,7,1926,2004,0,0,884,904,0,0,0,0,1,0,2,1,4,0,1,180,0,1,119000
4280,5,6,1913,2002,365,0,75,694,0,0,0,0,1,0,2,1,4,1,1,352,0,3,90350
12354,6,8,1920,2000,0,0,684,684,512,0,0,0,1,0,3,1,7,0,2,528,0,8,110000
15431,10,5,2008,2008,1767,539,788,2402,0,0,1,0,2,0,2,1,10,2,3,672,0,4,555000
12108,4,4,1955,1955,133,0,1307,1440,0,0,0,0,2,0,4,2,8,0,0,0,0,9,118000
6240,5,7,1930,1992,0,0,1078,1128,445,0,0,0,2,0,3,1,8,1,2,360,0,6,162900
3922,7,5,2006,2007,0,0,1258,1258,0,0,0,0,2,0,2,1,6,1,3,648,144,6,172500
8750,7,5,1994,1995,642,0,273,933,975,0,1,0,2,1,4,1,8,1,2,493,144,7,210000
9855,6,5,1956,1956,0,0,1436,1689,0,0,0,0,1,0,3,1,7,1,2,480,0,11,127500
16492,6,6,1966,2002,247,713,557,1888,0,0,0,0,2,1,2,1,6,1,2,578,0,6,190000
11214,7,5,1998,1999,0,0,930,956,930,0,0,0,2,1,4,1,10,1,2,431,89,7,199900
8600,6,6,1937,1950,0,0,780,780,596,0,0,0,2,0,3,1,7,1,1,198,0,6,119500
6000,3,7,1948,2002,331,0,318,679,504,0,0,0,1,1,2,1,6,0,1,308,0,6,120000
5684,6,8,1930,2005,0,0,813,813,0,0,0,0,1,0,2,1,5,0,1,270,0,6,110000
70761,7,5,1975,1975,655,0,878,1533,0,0,1,0,2,0,2,1,5,2,2,576,200,12,280000
9303,6,5,1996,1997,742,0,130,888,868,0,1,0,2,1,3,1,7,0,2,422,144,7,204000
9000,8,5,2008,2008,0,0,768,786,804,0,0,0,2,1,3,1,6,0,2,676,0,6,210000
9297,5,5,1976,1976,1606,0,122,1728,0,0,2,0,2,0,4,2,8,0,2,560,0,7,188000
9600,7,6,1973,1973,916,0,326,1242,0,0,0,0,1,1,3,1,6,1,2,528,0,9,175500
4571,5,5,1916,1950,0,0,624,624,720,0,0,0,1,0,4,1,7,0,3,513,0,5,98000
53227,4,6,1954,1994,1116,0,248,1663,0,0,1,0,1,0,2,1,6,2,2,529,224,3,256000
5100,8,7,1925,1996,0,0,588,833,833,0,0,0,1,0,3,1,7,1,1,228,192,6,161000
7015,5,4,1950,1950,185,0,524,979,224,0,1,0,1,0,3,1,5,1,1,352,0,7,110000
8004,8,5,2009,2009,544,0,288,832,1103,0,1,0,2,1,3,1,8,0,2,552,0,12,263435
7200,7,9,1936,2007,350,210,0,575,560,0,1,0,1,0,3,1,6,0,2,576,256,4,155000
8281,5,5,1965,1965,553,311,0,864,0,0,0,0,1,0,3,1,5,1,1,360,0,12,62383
11988,6,7,1934,1995,326,0,389,849,811,0,0,0,1,1,3,1,6,1,1,240,0,8,188700
8430,5,5,1978,1978,616,0,424,1040,0,0,0,0,2,0,3,1,5,0,0,0,0,8,124000
3072,7,5,2004,2004,0,0,1375,1414,0,0,0,0,2,0,2,1,6,1,2,398,144,5,178740
10628,7,5,1970,1970,778,0,499,1277,0,0,1,0,1,0,2,1,5,1,2,526,0,4,167000
9480,5,7,1942,1995,386,0,342,888,756,0,0,0,1,1,3,1,7,2,1,312,168,6,146500
11428,8,5,2006,2006,0,0,1626,1634,0,0,0,0,2,0,3,1,7,1,3,866,0,5,250000
9291,6,5,1993,1993,426,0,406,832,878,0,0,0,2,1,3,1,7,0,2,506,144,6,187000
6820,8,5,1985,1985,368,1120,0,1502,0,0,1,0,1,1,1,1,4,0,2,528,0,6,212000
11952,7,6,1977,1977,0,0,808,1161,808,0,0,0,2,1,3,1,8,1,2,534,0,11,190000
3675,6,5,2005,2005,459,0,88,1072,0,0,1,0,1,0,2,1,5,0,2,525,0,6,148000
14977,8,5,2006,2007,1350,0,626,1976,0,0,1,0,2,0,2,1,7,1,3,908,250,7,440000
5330,8,5,2000,2000,1196,0,298,1652,0,0,1,0,2,0,2,1,6,0,2,499,96,8,251000
8480,5,6,1963,1963,630,0,340,970,0,0,1,0,1,0,2,1,5,0,2,624,0,7,132500
13125,6,5,1997,1998,994,0,484,1493,0,0,1,0,2,0,3,1,7,1,2,508,140,4,208900
13693,9,5,2006,2006,0,0,2153,2069,574,0,0,0,2,1,3,1,9,1,3,694,414,3,380000
10637,8,5,2007,2008,1288,0,417,1718,0,0,1,0,2,0,3,1,7,1,3,826,208,9,297000
5925,4,7,1937,2000,168,0,739,1131,0,0,0,0,1,0,2,1,7,0,2,672,0,3,89471
16033,9,5,2004,2005,1261,0,572,1850,0,0,1,0,2,0,3,1,8,1,3,772,519,3,326000
11846,9,5,2003,2004,1567,0,225,1792,0,0,1,0,2,0,2,1,6,1,3,874,206,8,374000
2500,7,8,1915,2005,299,0,611,916,910,0,1,0,1,1,4,1,7,1,1,164,0,6,155000
4500,6,5,1998,1998,897,0,319,1216,0,0,1,0,2,0,2,1,5,0,2,402,0,5,164000
7758,5,7,1962,2001,588,0,411,999,0,0,1,0,1,0,3,1,6,0,1,264,0,3,132500
9600,5,7,1950,2007,607,0,506,1113,0,0,0,0,1,0,3,1,5,1,1,264,0,7,147000
10289,5,7,1965,1965,836,0,237,1073,0,0,1,0,1,1,3,1,6,0,2,515,0,6,156000
12243,5,6,1971,1971,998,0,486,1484,0,0,0,0,2,0,3,1,7,1,2,487,224,2,175000
10800,5,4,1900,1970,664,0,290,1766,648,0,0,0,2,0,3,2,10,1,2,520,142,5,160000
1526,4,8,1970,2002,515,0,115,630,0,0,1,0,1,0,1,1,3,0,1,286,0,5,86000
2665,5,6,1976,1976,0,0,264,616,688,0,0,0,1,1,3,1,4,1,1,336,141,6,115000
9490,6,7,1941,1950,403,165,238,958,620,0,1,0,1,0,3,1,5,2,1,240,0,8,133000
15578,6,5,2006,2006,0,0,728,728,728,0,0,0,2,1,3,1,8,0,2,429,0,5,172785
7931,5,6,1960,1960,374,532,363,1269,0,0,0,0,1,1,3,1,6,1,1,308,0,6,155000
5784,5,8,1938,1996,0,0,190,886,0,0,0,0,1,0,2,1,4,0,1,273,144,12,91300
7879,4,5,1920,1950,495,0,225,720,0,0,0,0,1,0,2,1,4,0,0,0,0,11,34900
12692,8,5,1992,1993,1231,0,1969,3228,0,0,1,0,3,0,4,1,10,1,2,546,264,5,430000
9120,7,6,1925,1950,329,0,697,1133,687,0,1,0,2,0,4,1,8,0,1,240,0,6,184000
7800,5,7,1967,2004,450,0,414,899,0,0,0,0,1,0,3,1,5,0,1,288,64,6,130000
7535,5,7,1958,1985,111,279,522,912,0,0,0,1,1,0,2,1,5,0,1,297,12,6,120000
1890,6,5,1973,1973,356,0,316,672,546,0,0,0,1,1,3,1,7,0,1,264,144,5,113000
9803,7,5,2005,2005,400,0,466,866,902,0,0,0,2,1,3,1,7,0,2,603,0,2,226700
9170,5,7,1965,1965,698,96,420,1214,0,0,1,0,1,0,2,1,6,0,2,461,0,4,140000
15602,7,8,1959,1997,1247,0,254,1801,0,0,1,0,2,0,1,1,6,2,2,484,0,3,289000
2308,6,5,1974,1974,257,495,103,855,467,0,0,1,2,1,3,1,6,1,2,440,260,6,147000
7596,5,5,1952,1952,0,0,960,960,1000,0,0,0,2,0,4,2,10,0,2,400,0,7,124500
9554,8,5,1993,1994,380,0,397,1065,846,0,0,0,2,1,3,1,8,1,2,471,182,9,215000
7862,6,5,2009,2009,27,0,1191,1218,0,0,0,0,2,0,2,1,4,0,2,676,0,9,208300
9600,7,9,1928,2005,141,0,548,689,689,0,0,0,2,0,3,1,7,1,2,360,0,10,161000
9600,5,6,1959,1959,991,0,50,1041,0,0,1,0,1,0,3,1,6,0,1,270,224,7,124500
14559,5,7,1951,2000,650,180,178,1363,0,0,1,0,1,0,2,1,6,2,1,288,324,6,164900
6792,7,5,2005,2006,0,0,1368,1368,0,0,0,0,2,0,2,1,6,1,2,474,132,3,202665
9100,5,5,1958,1958,521,174,169,864,0,0,1,0,1,0,3,1,5,0,2,624,0,7,129900
9187,6,5,1983,1983,336,0,748,1080,0,0,0,0,1,1,3,1,5,0,2,484,120,6,134000
10594,5,5,1926,1950,0,0,768,789,0,0,0,0,1,0,2,1,5,0,1,200,0,6,96500
12220,10,5,2009,2009,1436,0,570,2020,0,0,1,0,2,1,3,1,9,1,3,900,156,9,402861
